城市名 区/显 电影院名字 电影院主页url
大同 天镇县 在水一方影院 https://maoyan.com/cinema/15379?poi=96653450
大同 广灵县 文博数字影院 https://maoyan.com/cinema/26655?poi=191261669
大同 广灵县 龙城国际影院 https://maoyan.com/cinema/26400?poi=190558692
大同 灵丘县 汇星国际影城 https://maoyan.com/cinema/23802?poi=159626010
大同 灵丘县 灵丘县电影院 https://maoyan.com/cinema/15380?poi=99940576
大同 浑源县 中影时光国际影城（浑源县店） https://maoyan.com/cinema/16353?poi=115697843
大同 浑源县 伊怡雅影院（浑源店） https://maoyan.com/cinema/13850?poi=40584911
大同 左云县 华纳影院 https://maoyan.com/cinema/17150?poi=152364710
大同 云州区 云州影院 https://maoyan.com/cinema/15930?poi=50235768
丹东 凤城市 大地影院（邓铁梅路店） https://maoyan.com/cinema/12432?poi=6448692
丹东 凤城市 亿林影城 https://maoyan.com/cinema/13149?poi=4249245
丹东 凤城市 中影兴澜影城 https://maoyan.com/cinema/25524?poi=179308953
丹东 凤城市 中联万国影城 https://maoyan.com/cinema/25344?poi=175369466
丹东 宽甸满族自治县 金马影城 https://maoyan.com/cinema/10034?poi=6893744
丹东 宽甸满族自治县 南希影城 https://maoyan.com/cinema/25475?poi=178864351
丹东 宽甸满族自治县 宽甸天悦影城 https://maoyan.com/cinema/27449?poi=195548254
丹东 宽甸满族自治县 宽甸星美电影城 https://maoyan.com/cinema/26627?poi=191232177
丹东 东港市 中影华臣影城（东港店） https://maoyan.com/cinema/2654?poi=1571252
丹东 东港市 百度影城 https://maoyan.com/cinema/9100?poi=2030192
丹东 东港市 横店电影城（新兴路店） https://maoyan.com/cinema/8211?poi=4474373
丹东 振兴区 万达影城（锦山大街店） https://maoyan.com/cinema/8113?poi=5023643
丹东 振兴区 华美影城 https://maoyan.com/cinema/15833?poi=92728089
丹东 元宝区 中影华臣影城（女人街店） https://maoyan.com/cinema/626?poi=1438859
丹东 元宝区 丹东华谊国际影城（新玛特店） https://maoyan.com/cinema/26591?poi=191183284
丹东 振安区 金海大厦电影院 https://maoyan.com/cinema/15204?poi=93674695
大兴安岭 漠河县 鼎泰影城 https://maoyan.com/cinema/15956?poi=88437359
大兴安岭 加格达奇区 林都电影城 https://maoyan.com/cinema/15871?poi=97158469
东营 东营区 万达影城（东营西城万达广场店） https://maoyan.com/cinema/13559?poi=52295641
东营 东营区 万达影城（西二路店） https://maoyan.com/cinema/1453?poi=1566883
东营 东营区 利群华艺影院（东营店） https://maoyan.com/cinema/1460?poi=1548256
东营 东营区 新时代全激光影城（胶州路店） https://maoyan.com/cinema/10371?poi=6608068
东营 东营区 东营恒大嘉凯影城 https://maoyan.com/cinema/10074?poi=4285770
东营 东营区 卢米国际影城（东三路店） https://maoyan.com/cinema/1454?poi=28387
东营 东营区 东营东城万达影城 https://maoyan.com/cinema/25447?poi=178055152
东营 东营区 启程国际影城 https://maoyan.com/cinema/25781?poi=184021350
东营 东营区 奥创国际影城 https://maoyan.com/cinema/23824?poi=159749899
东营 东营区 百大华影巨幕影城 https://maoyan.com/cinema/26558?poi=191165576
东营 东营区 芳华汽车影城东营店 https://maoyan.com/cinema/25546?poi=179567553
东营 东营区 坤明大厦影城（北二路店） https://maoyan.com/cinema/11628?poi=30807
东营 东营区 银泰影院 https://maoyan.com/cinema/1455?poi=1439406
东营 东营区 星美国际影城（振华店） https://maoyan.com/cinema/1458?poi=8451
东营 东营区 桐凤电影院 https://maoyan.com/cinema/15303?poi=95290058
东营 广饶县 大地影城（广饶全福元广场店） https://maoyan.com/cinema/16222?poi=84835806
东营 广饶县 大王国际影城 https://maoyan.com/cinema/10404?poi=5345665
东营 广饶县 新天地国际影城 https://maoyan.com/cinema/1741?poi=1439600
东营 广饶县 凤凰影城 https://maoyan.com/cinema/25806?poi=184177654
东营 广饶县 广饶中影国际影城 https://maoyan.com/cinema/24127?poi=162924833
东营 广饶县 正泰国际影院 https://maoyan.com/cinema/6136?poi=2417566
东营 河口区 仙河影院 https://maoyan.com/cinema/11714?poi=3289206
东营 河口区 康力影院 https://maoyan.com/cinema/5453?poi=2421204
东营 河口区 银河国际影城 https://maoyan.com/cinema/6729?poi=3289195
东营 垦利区 中影数字国际影城（垦利店） https://maoyan.com/cinema/13879?poi=40021260
东营 垦利区 东营齐纳国际影城（垦利店） https://maoyan.com/cinema/1459?poi=81686
东营 利津县 利津齐纳国际影城（利津店） https://maoyan.com/cinema/11155?poi=40624299
德州 德城区 新世纪电影城（全激光厅影城） https://maoyan.com/cinema/14379?poi=78109036
德州 德城区 大地影院（德州澳德乐店） https://maoyan.com/cinema/621?poi=1438854
德州 德城区 鲁信影城（德城店） https://maoyan.com/cinema/620?poi=1438853
德州 德城区 万达影城（阳光新天地店） https://maoyan.com/cinema/7629?poi=5059464
德州 德城区 万达影城（万达广场店） https://maoyan.com/cinema/13891?poi=79661457
德州 德城区 齐纳国际影城（DOLBY ATMOS） https://maoyan.com/cinema/25248?poi=169517651
德州 临邑县 唐汇电影城 https://maoyan.com/cinema/15283?poi=97597843
德州 临邑县 荣盛电影城 https://maoyan.com/cinema/14032?poi=69167495
德州 临邑县 惠工影城 https://maoyan.com/cinema/15279?poi=85195244
德州 夏津县 华彩夏津影城 https://maoyan.com/cinema/13084?poi=40968839
德州 夏津县 夏津世纪影城 https://maoyan.com/cinema/2605?poi=1561606
德州 禹城市 千汇影城 https://maoyan.com/cinema/13863?poi=6197696
德州 禹城市 新时代数字影城 https://maoyan.com/cinema/8280?poi=4932447
德州 平原县 平原双城电影城 https://maoyan.com/cinema/1690?poi=1439568
德州 武城县 数字影城（振华街店） https://maoyan.com/cinema/6592?poi=3276041
德州 齐河县 大地影院（德百新时代广场店） https://maoyan.com/cinema/5918?poi=2466154
德州 宁津县 华彩影城（宁津店） https://maoyan.com/cinema/13862?poi=62713322
德州 庆云县 祥云影城 https://maoyan.com/cinema/9915?poi=5399297
德州 乐陵市 世纪影城（乐陵银座店） https://maoyan.com/cinema/11668?poi=2181137
德州 陵城区 横店电影城（陵城店） https://maoyan.com/cinema/17343?poi=157200807
德阳 旌阳区 万达影城（德阳万达广场店） https://maoyan.com/cinema/16178?poi=109254428
德阳 旌阳区 万达影城（凯旋城广场店） https://maoyan.com/cinema/7633?poi=5687902
德阳 旌阳区 太平洋东方影都 https://maoyan.com/cinema/624?poi=1438857
德阳 旌阳区 EVO艺威影院（大名城店） https://maoyan.com/cinema/25754?poi=183964751
德阳 旌阳区 咪咕云影院 https://maoyan.com/cinema/25120?poi=165720787
德阳 旌阳区 太平洋电影城（希望城店） https://maoyan.com/cinema/16742?poi=150012293
德阳 旌阳区 太平洋电影城（洋洋百货店） https://maoyan.com/cinema/14558?poi=82398952
德阳 旌阳区 德阳旌阳学府激光影城 https://maoyan.com/cinema/25485?poi=178940151
德阳 旌阳区 艺术宫影城 https://maoyan.com/cinema/7721?poi=2534142
德阳 旌阳区 黄河电影院 https://maoyan.com/cinema/10476?poi=6740989
德阳 旌阳区 华纳国际影城 https://maoyan.com/cinema/15425?poi=81568118
德阳 旌阳区 孝泉电影院 https://maoyan.com/cinema/7737?poi=5337109
德阳 广汉市 中影星美广汉聚星电影城（沃尔玛店） https://maoyan.com/cinema/10870?poi=42369901
德阳 广汉市 EVO艺威影院（银座店） https://maoyan.com/cinema/26633?poi=191225026
德阳 广汉市 EVO艺威影院（锦弘广场店） https://maoyan.com/cinema/24905?poi=165580623
德阳 广汉市 天智国际影城ACC飞街店 https://maoyan.com/cinema/24122?poi=162925397
德阳 广汉市 太平洋影城（广汉世纪百盛店） https://maoyan.com/cinema/23702?poi=159256867
德阳 广汉市 太平洋影城（广汉欢乐水岸店） https://maoyan.com/cinema/16758?poi=150018938
德阳 广汉市 星美国际影商城（广汉万豪店） https://maoyan.com/cinema/15994?poi=97947550
德阳 广汉市 太平洋电影城（武昌路店） https://maoyan.com/cinema/608?poi=1438842
德阳 广汉市 天智创客影院（广汉四川航天职业技术学院店） https://maoyan.com/cinema/24003?poi=161842017
德阳 什邡市 太平洋影城（什邡文化中心店） https://maoyan.com/cinema/1757?poi=2254896
德阳 什邡市 太平洋电影城（什邡百盛店） https://maoyan.com/cinema/17288?poi=156662754
德阳 什邡市 横店电影城（什邡天耀店） https://maoyan.com/cinema/23798?poi=159568218
德阳 绵竹市 中影百誉影城（绵竹店） https://maoyan.com/cinema/16052?poi=106761440
德阳 绵竹市 太平洋电影城（绵竹店） https://maoyan.com/cinema/489?poi=2461379
德阳 绵竹市 保利万和国际影城（绵竹店） https://maoyan.com/cinema/27014?poi=192852412
德阳 中江县 保利万和国际影城（中江店） https://maoyan.com/cinema/15105?poi=97197052
德阳 中江县 新时代影城（中江店） https://maoyan.com/cinema/623?poi=1438856
德阳 中江县 中影星美影城（中江店） https://maoyan.com/cinema/2151?poi=75835
德阳 罗江县 环球国际影城（罗江店） https://maoyan.com/cinema/25162?poi=165947101
达州 通川区 横店电影城 https://maoyan.com/cinema/17399?poi=157781892
达州 通川区 大地影院（通川国际新城广场店） https://maoyan.com/cinema/8805?poi=4359362
达州 通川区 太平洋影城（达州红旗店） https://maoyan.com/cinema/6795?poi=1438873
达州 通川区 海逸影城（车坝店） https://maoyan.com/cinema/639?poi=1550816
达州 通川区 北洲影城（北外店） https://maoyan.com/cinema/25193?poi=168920169
达州 通川区 太平洋影城（老车坝店） https://maoyan.com/cinema/26737?poi=191299718
达州 通川区 星美国际影商城（西外金兰店） https://maoyan.com/cinema/9932?poi=6153638
达州 渠县 太平洋电影城 https://maoyan.com/cinema/11022?poi=41919607
达州 渠县 七一电影院 https://maoyan.com/cinema/11784?poi=4462876
达州 渠县 中影星美国际影城（渠县地旺店） https://maoyan.com/cinema/23656?poi=158937665
达州 渠县 大地国际影城渠县东城店 https://maoyan.com/cinema/25587?poi=179979354
达州 大竹县 太平洋影城（大竹电影城） https://maoyan.com/cinema/9165?poi=6367990
达州 大竹县 光影国际影城 https://maoyan.com/cinema/15322?poi=73079847
达州 大竹县 大竹橙天国际影城 https://maoyan.com/cinema/24397?poi=164612610
达州 大竹县 庙坝影城 https://maoyan.com/cinema/26735?poi=191347584
达州 达川区 太平洋影城（达州城南店） https://maoyan.com/cinema/16673?poi=126881485
达州 达川区 横店电影城（升华店） https://maoyan.com/cinema/25354?poi=175500882
达州 达川区 环球国际影院 https://maoyan.com/cinema/15629?poi=85913498
达州 宣汉县 嘉裕国际影城（宣汉店） https://maoyan.com/cinema/16914?poi=150552367
达州 宣汉县 宣汉橙天国际影城（橙天巨幕） https://maoyan.com/cinema/25074?poi=165628649
达州 宣汉县 银河影城 https://maoyan.com/cinema/16502?poi=86674747
达州 开江县 太平洋影城（开江店） https://maoyan.com/cinema/24609?poi=164931506
达州 开江县 开江电影院 https://maoyan.com/cinema/24847?poi=2260360
德宏 芒市 芒市3D国际影城 https://maoyan.com/cinema/1998?poi=1465610
德宏 芒市 天龙时代影城 https://maoyan.com/cinema/8487?poi=4246397
德宏 芒市 新玩厂影院 https://maoyan.com/cinema/24845?poi=165518988
德宏 芒市 德宏职业学院 https://maoyan.com/cinema/25890?poi=185636541
德宏 瑞丽市 德宏瑞丽正佳国际影城 https://maoyan.com/cinema/14354?poi=70378147
德宏 瑞丽市 中缅4D国门影城 https://maoyan.com/cinema/26973?poi=192054403
德宏 瑞丽市 3D国际影城 https://maoyan.com/cinema/1998?poi=1465610
大理 下关 博纳IMAX国际影城（大理店） https://maoyan.com/cinema/24151?poi=162978611
大理 下关 大理海上国际影城 https://maoyan.com/cinema/6767?poi=2278357
大理 下关 大理好世界影城 https://maoyan.com/cinema/2228?poi=1551897
大理 下关 大理国际大酒店影院 https://maoyan.com/cinema/24762?poi=165317367
大理 下关 横店电影城（昆百大泰业城店） https://maoyan.com/cinema/23910?poi=160363345
大理 下关 深圳4D新建国际影城 https://maoyan.com/cinema/636?poi=2278361
大理 下关 星光汽车影院 https://maoyan.com/cinema/10163?poi=4086111
大理 下关 大理Ace影城（建设路店） https://maoyan.com/cinema/14538?poi=76530884
大理 大理 华夏影院 https://maoyan.com/cinema/13749?poi=68615244
大理 大理 榆都影城（大理古城店） https://maoyan.com/cinema/26639?poi=191240767
大理 大理 完美世界影城（17.5惠丰店） https://maoyan.com/cinema/637?poi=1560463
大理 祥云县 金典国际影城 https://maoyan.com/cinema/23708?poi=159265935
大理 祥云县 祥云方通国际影城 https://maoyan.com/cinema/15906?poi=91834742
大理 祥云县 祥云源丰3D数字影城 https://maoyan.com/cinema/16149?poi=105989261
大理 宾川县 横店电影城（宾川店） https://maoyan.com/cinema/24671?poi=165051809
大理 宾川县 宾川3D国际影城 https://maoyan.com/cinema/10686?poi=5487085
大理 弥渡县 华兴兄弟电影院 https://maoyan.com/cinema/12529?poi=41897259
大理 弥渡县 好来国际影城 https://maoyan.com/cinema/26651?poi=191247641
大理 永平县 信步3D国际影城（永平店） https://maoyan.com/cinema/27075?poi=193312703
大理 云龙县 信步3D国际影城（云龙店） https://maoyan.com/cinema/27077?poi=193313406
大理 剑川县 剑川沙溪数字影院 https://maoyan.com/cinema/25507?poi=179299552
大理 鹤庆县 信步3D国际影城（鹤庆店） https://maoyan.com/cinema/27065?poi=193309950
大理 漾濞彝族自治县 信步3D国际影城（漾濞店） https://maoyan.com/cinema/27073?poi=193312640
大理 南涧彝族自治县 阳光影城 https://maoyan.com/cinema/14007?poi=78326904
迪庆 香格里拉市 香巴拉影城 https://maoyan.com/cinema/1995?poi=1439828
定西 陇西县 中影恒力数字影城 https://maoyan.com/cinema/16907?poi=150542937
定西 陇西县 华纳影院 https://maoyan.com/cinema/11006?poi=40935688
定西 陇西县 新视界新金龙影城 https://maoyan.com/cinema/23955?poi=160760062
定西 陇西县 新视界金海影城（陇西店） https://maoyan.com/cinema/26971?poi=191879756
定西 安定区 新视界影城 https://maoyan.com/cinema/16006?poi=98220846
定西 安定区 华影唐声影城 https://maoyan.com/cinema/5895?poi=2462546
定西 安定区 97空间站影城 https://maoyan.com/cinema/25908?poi=186036810
定西 临洮县 临洮祥瑞国际影城 https://maoyan.com/cinema/25082?poi=165628455
定西 临洮县 奥斯卡激光影城（临洮店） https://maoyan.com/cinema/23827?poi=159756961
定西 漳县 新视界数字影院 https://maoyan.com/cinema/15448?poi=94116205
定西 岷县 洮声影院 https://maoyan.com/cinema/15296?poi=90072638
定西 渭源县 新视界影院（渭源店） https://maoyan.com/cinema/25870?poi=185187757
敦煌 沙州南路 富森时代影城 https://maoyan.com/cinema/25178?poi=165903764
敦煌 沙州南路 敦煌飞天数字影城 https://maoyan.com/cinema/2288?poi=1498398
敦煌 沙州南路 敦煌电影城 https://maoyan.com/cinema/10310?poi=4364162
丹阳 界牌镇 幸福蓝海嘉华影城（界牌恒隆店） https://maoyan.com/cinema/26401?poi=190588194
丹阳 界牌镇 界牌金谛蓝海院线影院 https://maoyan.com/cinema/26120?poi=189257455
丹阳 金鹰天地 卢米埃丹阳金鹰影城 https://maoyan.com/cinema/14415?poi=42974044
丹阳 金鹰天地 爱奇艺微影城（丹阳金鹰店） https://maoyan.com/cinema/25184?poi=168188810
丹阳 新市口 幸福蓝海丹阳八佰伴IMAX影城 https://maoyan.com/cinema/16579?poi=110447458
丹阳 新市口 锦豪国际影城 https://maoyan.com/cinema/8292?poi=4439969
丹阳 开发区 中影国际影城（丹阳眼镜城店） https://maoyan.com/cinema/9794?poi=4630506
丹阳 后巷镇 后巷中影东方影城 https://maoyan.com/cinema/15621?poi=93280512
丹阳 吾悦广场 保利吾悦国际影城 https://maoyan.com/cinema/14524?poi=68973586
丹阳 西门 德信影城（天华广场店） https://maoyan.com/cinema/8582?poi=4492934
丹阳 新桥五洲梦想城 银河欢乐影城（新桥店） https://maoyan.com/cinema/24621?poi=164912369
东台 鼓楼步行街 百盛永乐影城 https://maoyan.com/cinema/619?poi=1438852
东台 德润广场 幸福蓝海国际影城（东台店） https://maoyan.com/cinema/8049?poi=4846439
东台 时堰镇 幸福蓝海影城（时堰店） https://maoyan.com/cinema/26588?poi=191175264
东台 向阳桥 东台时光隅电影工坊 https://maoyan.com/cinema/24647?poi=165027836
大丰 黄海路 大丰中影环球影城 https://maoyan.com/cinema/17284?poi=155472825
大丰 人民路 大丰影城 https://maoyan.com/cinema/638?poi=1438871
大丰 永泰国际广场 大丰华夏国际影城 https://maoyan.com/cinema/13137?poi=42933520
德清 科技新城 德清博世橙天影城 https://maoyan.com/cinema/16851?poi=150368602
德清 新市镇 德信影城（新市银河城店） https://maoyan.com/cinema/25758?poi=183971751
德清 沃尔玛 德清银都时代电影大世界（正翔店） https://maoyan.com/cinema/1313?poi=1439311
德清 余英坊 大地影院（余英坊店） https://maoyan.com/cinema/2097?poi=1465647
东阳 江南 横店电影城（金天地店） https://maoyan.com/cinema/617?poi=1547142
东阳 江南 新世界国际影城 https://maoyan.com/cinema/13979?poi=62070987
东阳 江南 横店电影城（城西店） https://maoyan.com/cinema/15077?poi=40016137
东阳 江南 横店电影城（新光天地店） https://maoyan.com/cinema/15952?poi=94940640
东阳 江南 东阳影城 https://maoyan.com/cinema/618?poi=1438851
东阳 银泰城 博纳国际影城（东阳银泰店） https://maoyan.com/cinema/24149?poi=162977220
东阳 横店商圈 横店电影城（古民居店） https://maoyan.com/cinema/5882?poi=2462401
东阳 南马镇 花园国际影城 https://maoyan.com/cinema/24310?poi=163139126
当阳 步行街 金逸珠江国际影城（当阳店） https://maoyan.com/cinema/25564?poi=179724151
当阳 步行街 天天国际4K影城（当阳新雅斯广场店） https://maoyan.com/cinema/14519?poi=80512475
当阳 步行街 当阳银兴影城 https://maoyan.com/cinema/6594?poi=2424646
登封 登封一中（国际商贸城） 登封中影数字影城 https://maoyan.com/cinema/17170?poi=152356300
登封 百货大楼/中天广场 好莱坞国际影城 https://maoyan.com/cinema/26887?poi=191502462
儋州 洋浦 洋浦港影剧院 https://maoyan.com/cinema/5154?poi=2393154
儋州 夏日广场 中视国际影城巨幕（夏日店） https://maoyan.com/cinema/13922?poi=75641080
儋州 恒大名都 儋州恒大嘉凯影城 https://maoyan.com/cinema/7987?poi=5338147
儋州 大勇商场 中视国际影城（大勇店） https://maoyan.com/cinema/7337?poi=5274822
东港 站前 百度影城 https://maoyan.com/cinema/9100?poi=2030192
东港 黄海市场 横店电影城（新兴路店） https://maoyan.com/cinema/8211?poi=4474373
东兴 东兴口岸 世纪星城影院（东兴口岸店） https://maoyan.com/cinema/17270?poi=156618786
东兴 北投互市 世纪星城影院（东兴和德店） https://maoyan.com/cinema/12595?poi=41660462
东兴 市政府 丰臣影院 https://maoyan.com/cinema/15329?poi=63403858
都江堰 青城山 天智创客影城（川外店） https://maoyan.com/cinema/17372?poi=157344467
都江堰 金融中心 保利万和国际影城（都江堰店） https://maoyan.com/cinema/25474?poi=178827005
都江堰 百伦广场 横店电影城（百伦广场店） https://maoyan.com/cinema/2014?poi=1439843
都江堰 天和盛世 希望电影城 https://maoyan.com/cinema/616?poi=1542764
大石桥 大石桥兴隆 今世界影城（大石桥兴隆店） https://maoyan.com/cinema/5150?poi=2393149
大石桥 检查站 中影星美真实惠影城 https://maoyan.com/cinema/14703?poi=91950088
大冶 雨润广场/矿委 幸福蓝海国际影城（湖北大冶店） https://maoyan.com/cinema/2187?poi=1542536
大冶 东风路/观山路 大冶聚星巨幕影院 https://maoyan.com/cinema/25500?poi=179182751
大冶 国贸新天地 紫荆国际影城（大冶店） https://maoyan.com/cinema/14540?poi=71038579
东方 东方大道 尖峰影城 https://maoyan.com/cinema/12552?poi=42753181
东方 华人国际商城 华人国际东方影城 https://maoyan.com/cinema/12563?poi=41856286
大通 花儿步行街 天麒上影国际影城 https://maoyan.com/cinema/24197?poi=163286369
灯塔 天福广场 灯塔智新影城 https://maoyan.com/cinema/8440?poi=6146599
调兵山 调兵山街道 瑞莱克斯影城（调兵山店） https://maoyan.com/cinema/9558?poi=5066632
调兵山 新时代 星美国际影商城（调兵山店） https://maoyan.com/cinema/10574?poi=5746267
邓州 万德隆时代广场 奥斯卡国际影城（万德隆时代广场店） https://maoyan.com/cinema/8835?poi=6826869
电白 金海广场 瑞湖数字影城 https://maoyan.com/cinema/2407?poi=1526064
电白 清源湾 中影南方国际影城（清源湾店） https://maoyan.com/cinema/16665?poi=123279998
电白 东汇城 东汇国际影城 https://maoyan.com/cinema/23669?poi=159070454
电白 电白区政府 金逸世纪影城 https://maoyan.com/cinema/17126?poi=152334477
东平 金汇街 环球国际影城 https://maoyan.com/cinema/14011?poi=66379740
定州 定州市中心城区 大世界国际影城（广场店） https://maoyan.com/cinema/15236?poi=83652779
定州 定州市中心城区 大世界国际影城（购物中心店） https://maoyan.com/cinema/15248?poi=84123290
定州 定州市中心城区 崇文国际影城 https://maoyan.com/cinema/15233?poi=51751018
定州 定州市中心城区 盛东4D影城 https://maoyan.com/cinema/27366?poi=194688122
定州 定州市中心城区 新天地国际影城 https://maoyan.com/cinema/9927?poi=5203473
定州 定州市中心城区 大世界国际影城 https://maoyan.com/cinema/15236?poi=83652779
东海 东海火车站 华夏国际影城（海陵影剧院） https://maoyan.com/cinema/11666?poi=2089078
东海 东海火车站 幸福蓝海国际影城（和平东路店） https://maoyan.com/cinema/8934?poi=4714638
东海 东海火车站 台北乐趴国际影城 https://maoyan.com/cinema/17211?poi=152828098
达拉特旗 白塔公园 达旗九五激光影城 https://maoyan.com/cinema/26502?poi=191101979
达拉特旗 陶瓷广场 海润金亿激光影城（达拉特旗店） https://maoyan.com/cinema/10136?poi=6425963
郸城 郸城县中心城区 奥斯卡全景声巨幕影城（郸城店） https://maoyan.com/cinema/16002?poi=94683829
郸城 郸城县中心城区 金太狼国际影城（郸城店） https://maoyan.com/cinema/25593?poi=180104151
郸城 郸城县中心城区 奥斯卡新视界影城（商贸城店） https://maoyan.com/cinema/296?poi=1550193
大荔 大荔县中心城区 华夏影联国际影城（大荔店） https://maoyan.com/cinema/26930?poi=191705470
大荔 大荔县中心城区 威尼斯3D影城（东府广场店） https://maoyan.com/cinema/10088?poi=5142573
大荔 大荔县中心城区 欢乐国际影城（花城路店） https://maoyan.com/cinema/9597?poi=5412659
大洼 田家学校 智新影城（田家店） https://maoyan.com/cinema/5936?poi=2466302
大竹 煌歌广场 太平洋影城（大竹电影城） https://maoyan.com/cinema/9165?poi=6367990
大竹 东湖路 大竹橙天国际影城 https://maoyan.com/cinema/24397?poi=164612610
大竹 北城新区 光影国际影城 https://maoyan.com/cinema/15322?poi=73079847
敦化 敦化市中心城区 万达影城（欧亚购物广场店） https://maoyan.com/cinema/23779?poi=159526424
敦化 敦化市中心城区 九州国际影城（敦化店） https://maoyan.com/cinema/13814?poi=52688994
敦化 敦化市中心城区 橙天威丽斯影城（敦化店） https://maoyan.com/cinema/23774?poi=159487794
敦化 敦化市中心城区 虹杨国际影城（敦化店） https://maoyan.com/cinema/17137?poi=152356108
大邑 家乐福 新时代影城（大邑店） https://maoyan.com/cinema/2403?poi=1542795
大邑 家乐福 西岭国际影城 https://maoyan.com/cinema/2416?poi=1528863
大邑 家乐福 太平洋电影城（大邑店） https://maoyan.com/cinema/16743?poi=150012155
大邑 安仁古镇/博物馆 太平洋影城（安仁戏院） https://maoyan.com/cinema/12415?poi=41628181
砀山 香港商城 中影星空巨幕影城 https://maoyan.com/cinema/26461?poi=190792304
砀山 香港商城 好又多国际影城 https://maoyan.com/cinema/14832?poi=90136370
砀山 香港商城 砀山嘉禾影院中心店 https://maoyan.com/cinema/25572?poi=179938243
砀山 香港商城 今日影院 https://maoyan.com/cinema/11720?poi=4019025
砀山 香港商城 嘉禾影院（香港商城店） https://maoyan.com/cinema/1802?poi=1563188
道县 道县中心城区 华耀国际影城（道县店） https://maoyan.com/cinema/6204?poi=2532148
定安县 安定县政府 中影星球国际影城 https://maoyan.com/cinema/17379?poi=157681141
定安县 天安购物广场 中影天安国际影城 https://maoyan.com/cinema/25889?poi=185540694
东明县 东明县中心城区 中影乐丰影城 https://maoyan.com/cinema/16539?poi=113517548
东明县 东明县中心城区 星海数码影院 https://maoyan.com/cinema/10498?poi=2720709
东明县 东明县中心城区 横店电影城（京都大润发店） https://maoyan.com/cinema/24384?poi=164585070
定陶区 定陶区中心城区 万泰好莱坞影城 https://maoyan.com/cinema/26610?poi=191196875
定陶区 定陶区中心城区 新视界电影城 https://maoyan.com/cinema/5208?poi=2462405
鄂尔多斯 东胜区 横店电影城（王府井店） https://maoyan.com/cinema/614?poi=1560360
鄂尔多斯 东胜区 海润源发激光影城 https://maoyan.com/cinema/7435?poi=4394133
鄂尔多斯 东胜区 大地影院（星河COCO City网红店） https://maoyan.com/cinema/7638?poi=6656857
鄂尔多斯 东胜区 大地影院（华研尚街店） https://maoyan.com/cinema/5420?poi=2417382
鄂尔多斯 东胜区 第九区影城 https://maoyan.com/cinema/10651?poi=5924276
鄂尔多斯 东胜区 鄂尔多斯影剧院 https://maoyan.com/cinema/11618?poi=941849
鄂尔多斯 东胜区 金佰国际影城 https://maoyan.com/cinema/17351?poi=157258470
鄂尔多斯 准格尔旗 华翼国际影城 https://maoyan.com/cinema/25277?poi=150742189
鄂尔多斯 准格尔旗 时光国际影城 https://maoyan.com/cinema/25467?poi=178763096
鄂尔多斯 准格尔旗 星芸金逸珠江影城 https://maoyan.com/cinema/25833?poi=184551603
鄂尔多斯 准格尔旗 金逸珠江影城（生活广场店） https://maoyan.com/cinema/24107?poi=162911312
鄂尔多斯 准格尔旗 满天星影城（准格尔路店） https://maoyan.com/cinema/6589?poi=3275866
鄂尔多斯 准格尔旗 金港国际电影城 https://maoyan.com/cinema/615?poi=1438848
鄂尔多斯 准格尔旗 亿达电影院 https://maoyan.com/cinema/16633?poi=139327313
鄂尔多斯 康巴什区 横店电影城（康巴什店） https://maoyan.com/cinema/24668?poi=165051806
鄂尔多斯 康巴什区 三耕电影城 https://maoyan.com/cinema/13292?poi=4831174
鄂尔多斯 康巴什区 大剧院电影放映厅 https://maoyan.com/cinema/13533?poi=50904495
鄂尔多斯 康巴什区 鄂尔多斯大剧院 https://maoyan.com/cinema/13326?poi=41403559
鄂尔多斯 伊金霍洛旗 中环时代影城（伊旗太阳城店） https://maoyan.com/cinema/26504?poi=191091328
鄂尔多斯 伊金霍洛旗 伊旗蓝精灵数字影院 https://maoyan.com/cinema/8954?poi=2520482
鄂尔多斯 伊金霍洛旗 文化艺术中心（电影院） https://maoyan.com/cinema/14404?poi=2027811
鄂尔多斯 达拉特旗 达旗九五激光影城 https://maoyan.com/cinema/26502?poi=191101979
鄂尔多斯 达拉特旗 海润金亿激光影城（达拉特旗店） https://maoyan.com/cinema/10136?poi=6425963
鄂尔多斯 鄂托克旗 悦新影城 https://maoyan.com/cinema/25115?poi=165690913
鄂州 鄂城区 华影国际影城 https://maoyan.com/cinema/16807?poi=150088457
鄂州 鄂城区 银兴国际影城 https://maoyan.com/cinema/14622?poi=81066560
鄂州 鄂城区 恒大嘉凯影城 https://maoyan.com/cinema/24070?poi=162782381
鄂州 鄂城区 缔壹国际影城 https://maoyan.com/cinema/27225?poi=193801042
鄂州 鄂城区 芒果国际影城鄂州店 https://maoyan.com/cinema/17269?poi=156624009
鄂州 鄂城区 时代金球影城 https://maoyan.com/cinema/6607?poi=3280724
鄂州 鄂城区 广电银兴影城 https://maoyan.com/cinema/1773?poi=1418652
鄂州 华容区 中影凤凰国际影城 https://maoyan.com/cinema/24776?poi=165374401
恩施 恩施市 恩施高德巨幕影城（九立方店） https://maoyan.com/cinema/15723?poi=99280731
恩施 恩施市 恩施佰胜国际影城 https://maoyan.com/cinema/13632?poi=40705732
恩施 恩施市 中影星美新天地影城 https://maoyan.com/cinema/9970?poi=6107045
恩施 恩施市 高德国际影城（崇文店） https://maoyan.com/cinema/1903?poi=1439751
